BLEU,WER,diff_ref_hyp,nr_1,diff_hyp_ref,nr_2,reference,hypothese,id
0.409,0.5,sein sollte scheint,3,so führt dass sind dies,5,das ist eine grosse vereinfachung und uns scheint das sollte tragbar sein,das ist eine grosse vereinfachung und dies führt uns dass so tragbar sind,1617  3754ee95-36f0-46e2-9ed3-40c5aab93439
0.409,0.41,bewegung einer körperlichen erlernen dem dient der sport,8,bewegungslehren sportdient körperliche,3,der sport dient unter anderem der körperlichen entwicklung und dem erlernen einer bewegung in verschiedenen situationen mit verschiedenen geräten an verschiedenen orten,sportdient unter anderem körperliche entwicklung und bewegungslehren in verschiedenen situationen mit verschiedenen geräten an verschiedenen orten,1128  7d0cd5b2-2c06-47bb-84e5-1b6d9f71976f
0.409,0.42,schulareale alle werden sollen,4,allen soll an sein schularealen,5,die vorliegende motion will auch dass alle öffentlichen schulareale rauchfrei werden sollen,die vorliegende motion will auch dass an allen öffentlichen schularealen rauchfrei sein soll,1447  2505b45e-b23e-44ba-a760-ae74d8e9d9b2
0.408,0.46,an des gotthelfzentrums antrag betrieb der solle man,8,die sollte für anfrage aus diesen ertriebsgotthelfzentrum,7,und jetzt ein paar jahre später kommt der antrag man solle den artikel weitere kantonsbeiträge an den betrieb des gotthelfzentrums sind ausdrücklich ausgeschlossen streichen,und jetzt ein paar jahre später kommt die anfrage für den artikel weitere kantonsbeiträge aus den ertriebsgotthelfzentrum sind ausdrücklich ausgeschlossen diesen artikel streichen sollte,1474  239e0973-07f0-4dec-a95c-4e683b888652
0.408,0.53,gegen diese hausarztmangel,3,hausarztmangels dieser zur,3,gegen diese entwicklung hilft auch der vorliegende verpflichtungskredit nicht wirklich bei der lösung des problems hausarztmangel weiter,bei dieser entwicklung hilft auch der vorliegende verpflichtungskredit zur lösung des problems hausarztmangels nicht wirklich weiter,2653  8b7a7362-4a5f-421d-9bd0-a292014ea3ba
0.408,0.27,mit ferienhausbesitzer einbezogen wollen,4,ferienhäuserbesitzer miteinbezogen,2,alle einheimischen und ferienhausbesitzer die ihre liegenschaft nicht verkaufen wollen wurden gar nicht mit einbezogen,alle einheimischen und ferienhäuserbesitzer die ihre liegenschaft nicht verkaufen wurden gar nicht miteinbezogen,1126  e06afa9a-13d0-4d97-95c1-46b18fab50f2
0.408,0.47,hätten beim hinfahren fahrenden und,5,dem verfahrenden hätte,3,dadurch hätten die fahrenden beim wegfahren und beim hinfahren wahrscheinlich auch weniger einfluss auf die umliegenden gemeinden,dadurch hätte die verfahrenden wahrscheinlich auch dem wegfahren auch weniger einfluss auf die umliegenden gemeinden,3240  3e918d57-09e0-4e1b-a290-e1752e05bc8d
0.408,0.36,finanzanalyse nationalfondsstudie von als fakir kirchen den,7,nationale vorstudie faki der auch ein,6,die nationalfondsstudie finanzanalyse kirchen fakir hat aufgezeigt dass die anzahl stunden von freiwilligenarbeit pro 100 mitglieder in freikirchen massiv höher ist als bei den landeskirchen,die nationale vorstudie der faki hat aufgezeigt dass die anzahl stunden der freiwilligenarbeit pro 100 mitglieder in freikirchen ein massiv höher ist auch ein bei der landeskirchen,1706  469d7463-426c-486f-97df-9d978ef6db6a
0.407,0.4,gekommen haben eigeninitiative unser,4,mitiative eigene sollen unseren kommen hat,6,wir sind überzeugt dass menschen die in unser land gekommen sind grosse eigeninitiative gezeigt haben,wir sind überzeugt dass menschen die in unseren land kommen sollen grosse eigene mitiative gezeigt hat,1968  b2fcf341-075a-472d-bb67-4f39427e5e78
0.407,0.33,situation in prêles jedenfalls,4,muss situationspläne man,3,wir sind mit der situation in prêles auch nicht zufrieden oder jedenfalls sicher nicht glücklich,wir sind mit der situationspläne auch nicht zufrieden oder man muss sicher nicht glücklich,2976  450a6b96-2c32-4eda-96d6-8a27c0076154
0.407,0.4,des uferbereichs verwendetem ökologische nicht,5,ökologisch verwendeten dem wirklich aufenbereich im,6,mit nicht verwendetem aushubmaterial sind an vier orten am brienzersee ökologische aufwertungen des uferbereichs vorgesehen,mit dem verwendeten aushubmaterial sind an vier orten am brienzersee wirklich ökologisch aufwertungen im aufenbereich vorgesehen,196  a75a83fa-1331-475f-94c9-47e9ed97952f
0.407,0.57,gepflegte von den,3,dass pflegen sie diese das wollen,6,die herausforderung ist nicht die ausländische herkunft sondern der von den fahrenden gepflegte lebensstil,diese herausforderung ist nicht die ausländische herkunft sondern dass sie das lebensstil der fahrenden pflegen wollen,2404  5c240d6a-8c01-4e25-9e4a-7ef37ac20100
0.406,0.3,die,1,der diese,2,die zusammenarbeit zwischen sak und regierungsrat hat sich mittlerweile etabliert,diese zusammenarbeit zwischen der sak und der regierungsrat hat sich mittlerweile etabliert,870  ed8583b2-1dfb-49ba-b509-47b5d4e2c2d8
0.406,0.46,marktorientierten rüegsegger 935 motion und dem kommt nahe genannten,9,37 beschriebenen dann diesem machtorientierte formation sehen würde insbesondere 9 noch,11,das entspricht zwar nicht ganz der bisherigen entschädigung aber es trägt der marktorientierten ausrichtung rechnung und kommt dem in der motion rüegsegger genannten preis von 935 franken nahe,das entspricht zwar nicht ganz der bisherigen entschädigung aber es trägt dann noch der machtorientierte ausrichtung rechnung insbesondere in diesem formation würde sehen beschriebenen preis von 9 franken 37,970  6e6dc155-f572-4aa2-9f22-93e47cd3be30
0.406,0.25,belastung vom krankenkassenprämien wonach einkommen geht,6,krankenkassenpläne des dass für einkommens prämienbelastung,6,die forderung der motion imboden wonach die belastung der haushalte durch die krankenkassenprämien nicht mehr als 10 prozent vom relevanten einkommen betragen darf geht in die richtige richtung,die forderung der motion imboden dass die prämienbelastung für haushalte durch die krankenkassenpläne nicht mehr als 10 prozent des relevanten einkommens betragen darf in die richtige richtung,1486  50459ccb-9386-4749-bae1-29b622f18309
0.406,0.26,vor als aber selber hier,5,dass vorhin,2,aber ich habe nicht vor hier eine reitschuldebatte zu führen umso mehr als sie die argumente selber bestens kennen,ich habe nicht vorhin eine reitschuldebatte zu führen umso mehr dass sie die argumente bestens kennen,78  f51165ae-4b8c-4cb6-a626-aa25331d62d6
0.406,0.27,wenn dazu,2,dann diesem,2,wenn unfälle verhindert werden können sollen müssen wir dazu hand bieten,sollen unfälle verhindert werden können sollen dann müssen wir diesem hand bieten,2488  f96c90d9-0331-4c3e-a7c9-c92ae043c35b
0.405,0.35,die beste wirklich wollen wir,5,in sind wünschlich bester,4,wir wollen nicht einfach dabei sein sondern man will wirklich gut sein man will die beste sein,man will nicht einfach dabei sein sondern man will wünschlich gut sind man will in bester sein,3184  3d0c68e3-79c8-4d2f-bc77-18dfdb80a37f
0.405,0.3,an von sagt diesen möchte flossen,6,habe sind gesagt geflossen eine,5,von diesen 10 mio franken flossen zwei drittel an die universität bern und ich möchte doch dass man das hier vorne richtig sagt,die 10 mio franken sind zwei drittel eine die universität bern geflossen und ich habe doch dass man das hier vorne richtig gesagt,2348  2099d5c9-a057-43b1-b737-76a5ac077e2e
0.405,0.36,sinnvoll dort diese wo ist,5,dem in als macht sie eine hier,7,im übrigen finden schon jetzt dort wo es sinnvoll ist kooperationen und vernetzungen statt ohne dass diese vom staat besonders gefördert werden,im übrigen finden sie schon jetzt hier in dem es als eine macht kooperationen und vernetzungen statt ohne dass sie vom staat besonders gefördert werden,1359  cd62ff39-07b7-4d27-8755-03db75750566
0.405,0.36,denn an strebten,3,haben angestrebt einmal dann,4,von all diesen frauen strebten denn aber die wenigsten eine stelle als gemeindeschreiber an,von all diesen frauen haben aber die wenigsten dann einmal eine stelle als gemeindeschreiber angestrebt,1921  73647870-f64e-4bf8-9e44-6086ee448624
0.405,0.25,oder den ob,3,der dass,2,ich bin nicht ganz sicher ob ein solcher vorschlag oder vorstoss von den zentrumsbewohnern goutiert würde,ich bin nicht ganz sicher dass ein solcher vorschlag der der vorstoss von zentrumsbewohnern goutiert würde,2581  acf99cf1-84ba-4270-95e7-2d5163d84cf3
0.403,0.25,gesehen hier,2,,0,formaljuristisch gesehen ist hier sicher alles korrekt abgelaufen,formaljuristisch ist sicher alles korrekt abgelaufen,3306  b2c9c6d4-6c90-48d4-a192-168988f372bb
0.403,0.37,miteinzubeziehen diese konzepte ziffer,4,konzept mit punkt im einzubeziehen,5,deshalb fordert ziffer 2 die bestehenden konzepte zu überarbeiten diese interkantonal aufeinander abzustimmen und die haltung der fahrenden miteinzubeziehen,deshalb fordert der punkt 2 im bestehenden konzept zu überarbeiten und interkantonal aufeinander abzustimmen und die haltung der fahrenden mit einzubeziehen,860  4a72c4a6-1f1c-41e1-bd7b-143b617ae807
0.403,0.46,umzupolen öv auch den,4,die növumsporte,2,wir werden es aber auch nicht schaffen alle leute auf den öv umzupolen,aber wir werden es nicht schaffen alle leute auf die növumsporte,1035  1a0425c9-00b3-41d8-9292-92a39fd00eb8
0.403,0.4,werden müsse hineingeflickt diese,4,die flicker dass sie,4,deshalb sind wir der meinung dies müsse nicht noch explizit in diese erklärung hineingeflickt werden,deshalb sind wir der meinung dass sie dies nicht noch explizit in die erklärung in flicker,7  15587e42-6dd0-496e-9694-347f338cd0e6
0.403,0.35,etwas fest werden einmal auch unterschätzt,6,halt einen so unterschätzen west,5,auf der anderen seite stellen wir fest dass auch einmal etwas unterschätzt werden kann und man sich dafür entschuldigen kann,auf der anderen seite stellen wir west dass man halt einen so unterschätzen kann und sich dafür entschuldigen kann,2378  048effc8-71ea-4e56-a89a-c698efe0fb3e
0.403,0.31,bauen ausserhalb in unserem,4,riesigen bauernhalt,2,das bauen ausserhalb der bauzone hat in unserem kanton einen sehr hohen stellenwert,das bauernhalt der bauzone hat riesigen kanton einen sehr hohen stellenwert,2  01f9bc2e-97f6-4c49-8157-1ad6e9065d1f
0.403,0.39,führen informationen betrifft ausdehnung davon zugangs was des diese würde,10,bereich informationsausdehnung führt,3,wir sind nicht davon überzeugt dass diese ausdehnung des zugangs zu informationen gegenüber der aktuellen praxis im speziellen was die finanziellen auswirkungen von geschäften betrifft zu besseren entscheidungen in diesem parlament führen würde,wir sind nicht überzeugt dass die informationsausdehnung gegenüber der aktuellen praxis im speziellen im bereich der finanziellen auswirkungen von geschäften zu besseren entscheidungen in diesem parlament führt,2980  ced170ee-27d5-4dd7-8770-b7dfd8aedaca
0.403,0.33,kesb jene betrifft welche das,5,gest,1,das betrifft sowohl die freiwilligen platzierungen als auch jene welche von der kesb angeordnet werden,sowohl die freiwilligen platzierungen als auch die die von der gest angeordnet werden,1798  665239c5-e9aa-46e4-913b-dae6b5603b8d
0.402,0.58,wie zusätzliche den wasserbauprojekten so läuft wenn bei,8,in ich wasserbauprojekte bin zusätzlichen,5,wenn es so läuft wie bei den wasserbauprojekten sind wir klar der meinung dass es keine zusätzliche begleitgruppe braucht,ich bin der wasserbauprojekte sind wir klar der meinung dass es keine zusätzlichen in der begleitgruppe braucht,1782  ab06261a-e1bb-4742-b158-7830905ddeea
0.402,0.45,die durch auf wurden gestützt den fragenkatalog wieder schwerpunkte,9,wurde schwerpunkt frauenkatalog dem von aus ihren,7,gestützt auf den fragenkatalog haben wir wieder schwerpunkte gebildet die durch die bfh bei uns in der kommission vorgestellt und beantwortet wurden,aus dem frauenkatalog haben wir ihren schwerpunkt gebildet der von der bfh bei uns in der kommission vorgestellt und beantwortet wurde,1924  65cdb8fd-c466-4ef8-900e-9ef931fd31cb
0.402,0.47,dem,1,dass den diesem weiss nämlich,5,wenn sie geschätzte kolleginnen und kollegen dem antrag köpfli zustimmen verursachen sie schlichtweg nur kosten,und wenn sie geschätzte kolleginnen und kollegen diesem antrag köpfli zustimmen verursachen den schlichtweg nur weiss dass sie nämlich kosten,40  2f018f73-7f63-43f9-ba2c-61acb812ea09
0.401,0.24,alle genügend in,3,aller genügendem wir,3,damit haben im kanton bern grundsätzlich alle schulkinder in gemeinden mit genügend bedarf zugang zu einem betreuungsangebot,damit haben wir im kanton bern grundsätzlich aller schulkinder im gemeinden mit genügendem bedarf zugang zu einem betreuungsangebot,37  5745b18c-2480-47b1-a4c3-d2d07f85ac9e
0.401,0.29,verkehrsklub vcs kreisel herausgegeben hat,5,verkehrskluf kreisverkehr herausgeht,3,nicht von ungefähr hat der verkehrsklub der schweiz vcs eine broschüre zum thema velofahren im kreisel herausgegeben,nicht von ungefähr der verkehrskluf der schweiz eine broschüre zum thema velofahren im kreisverkehr herausgeht,998  9e6ac31a-db35-4802-85f2-74e4383d6d2d
0.4,0.89,bosnienherzegowina berichtet,2,die seco richtet in nehmen wie aber boss,8,im letztjährigen bericht wurde über das projekt bosnienherzegowina berichtet,im letztjährigen bericht wurde über das projekt boss nehmen die seco wie in aber richtet,593  69fa9c65-f661-45c4-ba69-e466aa640615
0.4,0.21,bundeshauptstadt dafür,2,bundeshaltsstadt bern welche,3,es ist die einzige unterstützung die die stadt dafür erhält dass sie bundeshauptstadt ist,es ist die einzige unterstützung welche die stadt bern erhält dass sie bundeshaltsstadt ist,2950  93186c65-ddc7-4ed6-95fe-263095e8dc1b
0.4,0.31,einholen auf ihrem wird zustimmen gras diesem mais,8,gibt vom zuzustimmen den rasen dem dort landeigentümern,8,eine minderheit wird diesem kredit aber zustimmen gerade wegen der gemeinden wegen der landeigentümer wegen der nachbarn der landeigentümer die massive emissionen auf ihrem land haben wenn sie nicht mehr mais oder gras einholen können,eine minderheit gibt dem kredit aber zuzustimmen gerade wegen der gemeinden wegen der landeigentümer wegen den nachbarn der landeigentümern die dort massive emissionen vom land haben wenn sie nicht mehr oder rasen können,98  c5f2a198-efe8-4b19-8f5c-da2535f64528
0.4,0.38,wird erheblicher wie gehört ein,5,erheblichen,1,ein erheblicher anteil der arbeiten wird wie wir gehört haben von den lernenden der regierungsstatthalter erledigt,erheblichen anteil der arbeiten haben wir von den lernenden der regierungsstatthalter erledigt,346  e2ee9b4d-91a7-423c-b8c0-d56b8b1c80f8
0.399,0.36,den,1,der dann,2,ist die qualität also im inselspital schlechter als in den usa,ist dann also die qualität im inselspital schlechter als in der usa,1535  8b176b1a-a983-4bfe-8cf9-35f253c10ff1
0.399,0.2,die hslu,2,diese,1,patrick freudiger hat die studie der hochschule luzern hslu erwähnt,patrick freudiger hat diese studie der hochschule luzern erwähnt,1950  ce722635-00c7-4877-9404-1f204f8070b5
0.399,0.2,dann taten,2,daten,1,aber wo sind dann die taten nach diesen schönen worten,aber wo sind die daten nach diesen schönen worten,824  05bb6cbd-d411-4085-b1d8-0feaa21c332e
0.399,0.5,katastrophe eine was moment,4,neue momente katastrophen ein,4,was im moment im kanton bern passiert ist eine katastrophe,neue momente im kanton bern passiert ist ein katastrophen,2407  dcd8fd40-330c-414b-9650-e4ca265a841d
0.399,0.35,von gemacht sind beteiligten sie den,6,gelöst sein beteiligungen,3,der rahmen steht und wenn nötig können vereinbarungen wie sie gefordert sind eigentlich auch ohne fremde hilfe von den beteiligten selbst gemacht werden,der rahmen steht und wenn nötig vereinbarungen können wie gefordert sein eigentlich auch ohne fremde hilfe der beteiligungen selbst gelöst werden,44  7bd100c8-7da7-41e1-977f-2bf116645cd0
0.399,0.44,zu wurden den 45 abgesehen anträgen von,7,4 die sind zur,4,abgesehen von den erwähnten anträgen zu ziffer 45 wurden in der kommission keine weiteren anträge eingereicht,die erwähnten anträge zur ziffer 4 sind in der kommission keine weiteren anträge eingereicht,652  40fd24f5-7b5b-4c7d-a009-58f905812fe7
0.398,0.47,sie und,2,die das dass,3,sie hat es zustimmend zur kenntnis genommen und es als zuständige grossrätliche kommission weiter begleitet,die kommission hat das zustimmend zur kenntnis genommen dass es weiter begleitet als zuständige grossrätliche kommission weiter,3154  b9bf6a7f-d8c4-4167-b0ce-8fda804ca0be
0.398,0.33,eigenverantwortung gilt bekämpfung,3,gibt begenfung verantwortung es eine,5,zur bekämpfung der armut gilt in erster linie auch hier wieder eigenverantwortung der betroffenen personen,zur begenfung der armut gibt es in erster linie auch hier wieder eine verantwortung der betroffenen personen,2796  2d657b7d-fc07-4030-9825-ec5d44568fed
0.398,0.34,j+s wiederum dies dann diese es denn können,8,weil s deshalb und ein,5,dies wiederum begrüsst unser regierungsrat es führt aber auch dazu dass diese sportcamps bei j+s angemeldet werden müssen denn nur so können dann auch die 16 franken abgerechnet werden,deshalb begrüsst unser regierungsrat führt aber auch dazu dass die sportcamps bei ein und s angemeldet werden müssen weil nur so auch die 16 franken abgerechnet werden,3227  8d3052fc-2636-4515-a5a7-23c9f12f0b71
0.397,0.37,rahmenabkommens weitere gaben europäischen union,5,haben rahmenabkommen weiteren gegeben den,5,anlass zur diskussion in der sak gaben unter anderem die position und weitere schritte des regierungsrates bezüglich des rahmenabkommens zwischen der schweiz und der europäischen union eu,anlass zur diskussion in der sak haben unter anderem position und die weiteren schritte des regierungsrates bezüglich rahmenabkommen zwischen der schweiz und den eu gegeben,519  5c351a2f-db1b-455f-b261-24b9725b1773
0.396,0.42,vielmehr wenig mit sind gewillt ein von genugtuung und,9,weil gewille etwas um mitgenugtuung,5,vielmehr habe ich ein wenig mit genugtuung feststellen können dass es auch andere parteien gibt die gerne bereit und gewillt sind von der svp zu lernen,ich habe etwas mitgenugtuung feststellen können dass es auch andere parteien gibt weil gerne bereit um die gewille der svp zu lernen,1098  4bc61a2b-f716-4fa1-998e-4ee7350741d9
0.396,0.38,immer denjenigen es wird schule eine,6,schulen will ich diesen den,5,es wird immer bei denjenigen lehrerinnen und lehrern gespart die für eine schule enorm wichtig sind,ich will bei diesen lehrerinnen und lehrern gespart die für den schulen enorm wichtig sind,855  2e3b4f10-1a42-4bda-a9ee-a7f6bf364893
0.396,0.38,werden damit zulassung bei,4,die zulässige sind dass,4,bei der zulassung der fahrzeuge werden strenge vorschriften eingehalten damit der lärm im normalgebrauch verträglich ist,die zulässige fahrzeuge sind strenge vorschriften eingehalten dass der lärm im normalgebrauch verträglich ist,983  5ca938af-05d3-4658-9166-d86d2bedebd7
0.396,0.5,nun wurde dieselbe vieles,4,gleiche dinge wurden viele es,5,vieles wurde bereits gesagt und die beiden motionen gehen nun wirklich in dieselbe richtung,viele dinge es wurden bereits gesagt und die beiden motionen gehen und wirklich in die gleiche richtung,1763  c6a8ebb3-ce8a-4e3e-be53-019005eacaf5
0.396,0.57,solarstrom des für im eine,5,dem wieder elf nach rappen dieses,6,im zeichen der energiestrategie 2050 scheinen die forderungen der beiden motionen für eine erhöhung des abnahmepreises für solarstrom auf den ersten blick nachvollziehbar,dem zeichen der energiestrategie 2050 scheinen auf den ersten blick die forderungen der beiden motionen nach der erhöhung dieses abnahmepreises wieder auf elf rappen nachvollziehbar,817  dbc2b9bb-7995-4032-8916-24b7f8169a81
0.396,0.31,die geschieht dort darauf dies im es,7,uns,1,wenn diese motion angenommen und gleichzeitig abgeschrieben wird dann geschieht dies im vertrauen darauf dass die zweisprachigkeit künftig immer dort realisiert wird wo es nötig ist,wenn uns diese motion angenommen und gleichzeitig abgeschrieben wird dann vertrauen dass diese zweisprachigkeit künftig immer realisiert wird wo nötig ist,2615  d1f2705e-c973-4a15-8962-ca58887712f5
0.396,0.17,die screening,2,klining,1,neu wird das screening im deutschsprachigen kantonsteil durch die krebsliga ostschweiz durchgeführt,neu wird das klining im deutschsprachigen kantonsteil durch krebsliga ostschweiz durchgeführt,727  66f28851-0f10-422b-baf3-b31ac2c94f25
0.396,0.58,überhaupt machen würde merken man,5,war rein ist tun es,5,man würde von sämtlichen massnahmen die sie hier machen überhaupt nichts merken,es war nichts von sämtlichen massnahmen die sie hier tun es ist rein,2831  7079fbf9-a269-49f3-ac21-9598c5556026
0.396,0.47,wird neusten rütti den,4,soll diese dem werden nächsten ebene eine,7,die motion fordert dass die anlage auf der rütti auf den neusten stand angepasst wird,diese motion fordert dass die anlage auf der eine ebene auf dem nächsten stand angepasst werden soll,1136  d31c2af9-6bb0-4981-bc8a-a5c3bbcc7411
0.395,0.42,4 schanze an universitätsgebäude stammt das der,7,die chancen hier ist,4,das universitätsgebäude an der hochschulstrasse 4 bei der grossen schanze stammt aus dem jahr 1898 und gilt als schützenswert,die hochschulstrasse hier bei grossen chancen ist aus dem jahr 1898 und gilt als schützenswert,612  7a24a49d-64f1-400f-8ec1-8e417100603f
0.395,0.42,eines dass,2,eine,1,es ist keine frage dass im zentrum die meinungsbildungsfreiheit als eines der grundlegendsten rechte steht gerade für die schüler,im zentrum steht es ist keine frage die meinungsbildungsfreiheit als eine der grundlegendsten rechte gerade für die schüler,2606  4eca7a15-c73b-42af-910b-0879316be9c1
0.394,0.25,gemäss wärmedämmung,2,gewährmedämmung,1,die wärmedämmung wird gemäss den heutigen anforderungen angepasst,die gewährmedämmung wird den heutigen anforderungen angepasst,2981  3fd6c6a8-9e91-41ac-af60-1fc5757f2425
0.394,0.62,mich sie signiert korrigieren,4,ich abtreffen signiere würde nach eine korrekturbitte,7,im kanton bern muss man nämlich genau 50 prozent angestellt sein sonst korrigieren sie mich und dann signiert man als professor,nach abtreffen im kanton bern muss man nämlich genau sonst würde ich eine korrekturbitte 50 prozent angestellt sein und dann signiere ich als professor,1394  5d48bbbc-2b27-4a0b-8fb8-084107dc4d06
0.394,0.38,sonst haben,2,sind,1,sonst haben wir dann überhaupt keine naturwege mehr,dann sind wir überhaupt keine naturwege mehr,1564  e02f3596-774f-4e48-b24e-a7671225b393
0.394,0.33,jene schlussendlich all hineinlassen hier,5,diejenigen hineinlösen schlussendliche,3,es sind genau jene frauen die alle grenzen öffnen wollen und all die kriminellen ausländer hier hineinlassen wollen die schlussendlich die häusliche gewalt verüben,es sind genau diejenigen frauen die alle grenzen öffnen wollen und alle die kriminellen ausländer hineinlösen und schlussendliche häusliche gewalt verüben,229  3068868e-ca61-4eb4-9b47-a1ab5f29aa80
0.394,0.2,unsere gegenüber getäuscht,3,täuscht unser,2,sie haben also unsere ämter über längere zeit beschäftigt getäuscht und ihnen gegenüber falschaussagen gemacht,sie haben also unser ämter über längere zeit beschäftigt täuscht und ihnen falschaussagen gemacht,2586  65d7c475-c778-48b9-aba6-4ded6989a9ee
0.394,0.25,können auch,2,könnten,1,das können sie mit sicherheit vorbehaltlos auch tun,das könnten sie mit sicherheit vorbehaltlos tun,1826  f8fd5383-4c1c-4caa-a674-08a1e95668f4
0.393,0.22,vakuum,1,ja wahlkum,2,unsere werte sind nicht einfach in einem vakuum entstanden,unsere werte sind ja nicht einfach in einem wahlkum entstanden,2245  8662ff46-a649-4776-ad90-2b8440372ced
0.393,0.46,fonds handelt wie einen welcher sich ebenso kulturprojekte um,9,die das ein breite kulturprojekten wirklich instrument ist,8,es zeigt sich dass es sich um einen fonds handelt welcher im ganzen kanton in den ländlichen gebieten ebenso wie in den städten wichtige und spannende kulturprojekte unterstützt,es ist zeigt dass es wirklich ein instrument ist das in die breite im ganzen kanton in den ländlichen gebieten und in den städten wichtige und spannende kulturprojekten unterstützt,467  5d6d56ec-834c-4f35-8474-d3a4bf1bf7c6
0.393,0.2,fenster lebenszyklus,2,lebenssikusses fester,2,inzwischen sind insbesondere die fenster am ende ihres lebenszyklus angelangt,inzwischen sind insbesondere die fester am ende ihres lebenssikusses angelangt,2455  a26c8ebe-bfa3-497c-ade0-617c1adfcd07
0.393,0.56,vorreiterrolle shenzhen eine hat,4,sinn fahrreiterrolle hätte im er,5,shenzhen hat eine vorreiterrolle in bezug auf die digitalisierung,im sinn hätte er fahrreiterrolle in bezug auf die digitalisierung,2411  341eb356-e576-4ad8-9b9f-0b40825217c1
0.393,0.5,pourquoi changer alors wir,4,chance das lobuch eine ist,5,wir sind immer gut gefahren mit dem aktuellen gesetz alors pourquoi changer,das sind immer gut gefahren mit dem gesetz aktuellen gesetz eine lobuch chance ist,358  b0a53a11-630a-4775-86f2-b8cc95e3c6ed
0.393,0.38,,0,was,1,ganz wichtig ist aber die bedeutung dieses tages,was aber ganz wichtig ist ist die bedeutung dieses tages,3038  d1584655-b130-41e9-b142-93e09f44747a
0.393,0.33,,0,doch welche,2,es ist ein schwieriges unterfangen auf dieser stufe kosten sparen zu wollen,es ist ein schwieriges unterfangen doch auf dieser stufe welche kosten zu sparen wollen,2738  1c75dd71-3cd9-4fb1-a9b1-2552e2d455fc
0.392,0.17,ärztinnen unlängst,2,unmindest sinnen,2,zudem hat das parlament unlängst beschlossen zusätzliche 100 ärztinnen und ärzte auszubilden,zudem hat das parlament unmindest beschlossen zusätzliche 100 sinnen und ärzte auszubilden,1692  418c692a-120b-4d9c-9800-30e4d6133df5
0.392,0.38,hegg in andreas,3,habe ich aber,3,andreas hegg hat es schon gesagt michael ritter hat sich eigentlich auch in diese richtung formuliert,aber ich habe es schon gesagt michael ritter hat eigentlich auch diese richtung sich formuliert,159  728a52ec-aa81-4332-9d17-96582b67ce58
0.392,0.33,amtsblatts sollte webbasierten allerdings es,5,soll webgeschiehten dass amtsblattes,4,allerdings ist die evp der meinung die elektronische bereitstellung des amtsblatts sollte idealerweise mit einer webbasierten lösung realisiert werden wie es die regierung in der vorstossantwort erwähnt,die evp ist der meinung dass die elektronische bereitstellung des amtsblattes idealerweise mit einer webgeschiehten lösung realisiert werden soll wie die regierung in der vorstossantwort erwähnt,1857  56f6eac5-45b2-4e0c-b547-07a547b44686
0.392,0.38,wonach denen präsenzzeit etwa,4,zu präsent die ab sein,5,in den normalen arbeitsrechtlichen kategorien wonach man eigentlich mit etwa 45 wochen rechnet in denen man arbeitet sind dies vielleicht etwa 10 prozent präsenzzeit,in den normalen arbeitsrechtlichen kategorien die man eigentlich ab mit 45 wochen rechnet die man arbeitet sind dies vielleicht 10 prozent präsent zu sein,2739  e08ceb90-03e5-4a8c-88d6-b2fbca2a4335
0.392,0.35,will beste sein das machen jeder,6,besten sind jeden tun,4,wenn man die beste sein will das sagt ihnen jeder unternehmer dann kann man nicht alles machen,wenn man die besten sind sagt ihnen jeden unternehmer dann kann man nicht alles tun,2384  966e3cb3-d40e-40b7-b0c8-ae95765db4a5
0.392,0.48,meine ... sind sprechunterlagen verrutscht sorry den,7,an verbutscht wie sich schon tag bei 1,8,es ist so dass der grosse rat vor einiger zeit den regierungsrat aufgefordert hat in diesen liegenschaften ... sorry meine sprechunterlagen sind verrutscht,es ist schon dass sich der grosse rat vor einiger zeit der regierungsrat aufgefordert hat in diesen liegenschaften an so wie es bei tag 1 verbutscht,1163  23adb495-ff28-4410-9313-e2d1ce8c5c21
0.392,0.42,eigenverantwortung der von,3,selbstverantwortung,1,wir von der edufraktion empfehlen dass die mieter und hausbesitzer eigenverantwortung übernehmen,die edufraktion empfehlen wir dass die mieter und hausbesitzer selbstverantwortung übernehmen,1563  36131538-8c41-4a03-b830-7a832fa78481
0.391,0.36,die ziffer sowohl,3,punkt wie den,3,die ziffer 2 lehnen wir sowohl als motion als auch als allfälliges postulat ab,den punkt 2 lehnen wir als motion ab wie auch als allfälliges postulat ab,1429  1a27bb3b-7b1b-446e-a44b-910ce0b83b57
0.391,0.31,anhin liessen bis,3,die lässt sahnhin bei,4,es ist blauäugig zu glauben dass sich bis anhin selbstständige pflegefachpersonen anstellen liessen,es ist die blauäugig zu glauben dass sich bei sahnhin selbstständige pflegefachpersonen anstellen lässt,278  0dabd30b-2952-4881-bbff-d4fd8bcb050c
0.391,0.36,anstellen schluss solle zum,4,soll machen dass dazu,4,beim vorherigen geschäft kamen wir zum schluss die sak solle einmal unabhängige berechnungen anstellen,beim vorherigen geschäft kamen wir dazu dass die sak einmal unabhängige berechnungen machen soll,2387  77afa2a1-282a-4324-8750-a050fba6d191
0.391,0.2,dann gerade sendeleistung,3,zentrenleistung damals eingangs,3,bewilligungen sind dann nötig ich habe es vorhin gerade gesagt wenn die sendeleistung erhöht wird,bewilligungen sind damals nötig ich habe es vorhin eingangs gesagt wenn die zentrenleistung erhöht wird,3047  8133e39c-cbf7-4a2e-8b19-324ed4fa773a
