WER,BLEU,diff_ref_hyp,diff_hyp_ref,reference,hypothese,id
0.35,0.367,soll nicht starker eingriff,starken solcher eingriffen der,es wäre auch ein zu starker eingriff in die operative führung eines betriebs und es soll nicht ein auftrag an die regierung sein,es wäre auch zu starken eingriffen in die operative führung eines betriebs und ein solcher auftrag an der regierung sein,1171  8f73a60e-63a6-47f3-ba53-96346ebdd017
0.35,0.0,kontrollieren diese es abgehandelt,dies wird angehandelt kontrolliert dieses,im übrigen kontrollieren die regierungsstatthalterämter auch schon ob diese bewilligungsverfahren so abgehandelt werden wie es vorgesehen ist,im übrigen wird dieses regierungsstatthalterämter auch schon kontrolliert ob die bewilligungsverfahren so angehandelt werden wie dies vorgesehen ist,1269  aacbdcec-d919-4900-a835-f01f17efed8f
0.35,0.589,meine monika grossratskollegin gygax kollegen,kollege entschuldigung das,meine grossratskollegin monika gygax hat mich darauf aufmerksam gemacht dass ich vorhin nur von kollegen gesprochen habe,das hat mich darauf aufmerksam gemacht dass ich vorhin nur von kollege gesprochen habe entschuldigung,1741  23193e2c-512e-4c64-9733-236a5c155ca8
0.35,0.362,mehreren davon einige 1000 franken,tausenden dass einigen mehrere,die mehreren einige 1000 franken pro wohnung hängen wie gesagt davon ab wie teuer diese wohnung ist,die mehrere einigen tausenden pro wohnung hängen wie gesagt ab wie teuer dass diese wohnung ist,1312  cdfa4dc7-150f-4b14-a403-bccf9fb9d011
0.35,0.473,wie auch,via,selbstverständlich hat der grosse rat wie auch die kommission selbst die möglichkeit diese priorisierung auf antrag und abstimmung zu ändern,selbstverständlich hat der grosse rat via kommission selbst die möglichkeit auf antrag und abstimmung diese priorisierung zu ändern,2925  f017ca3f-1244-4d8a-b5d1-9cb2e5fef93d
0.35,0.399,von gemacht sind beteiligten sie den,gelöst sein beteiligungen,der rahmen steht und wenn nötig können vereinbarungen wie sie gefordert sind eigentlich auch ohne fremde hilfe von den beteiligten selbst gemacht werden,der rahmen steht und wenn nötig vereinbarungen können wie gefordert sein eigentlich auch ohne fremde hilfe der beteiligungen selbst gelöst werden,44  7bd100c8-7da7-41e1-977f-2bf116645cd0
0.35,0.384,hofstetten schwanden diesen schwellenkorporationen den müssen,schwellenkooperation anderen in hochstetten des müsste schon,45 prozent von diesen 188 mio franken bezahlt der bund und den rest rund 4 mio franken müssen die schwellenkorporationen von hofstetten schwanden und brienz aufbringen,45 prozent des 188 mio franken bezahlt der bund und der rest in rund 4 mio franken müsste die schwellenkooperation von hochstetten schon anderen und brienz aufbringen,2782  7d52dfdb-aa23-4bf4-8820-74cd0c02de96
0.35,0.382,punkten idee den erwähnt 13,reidee punkt 1,für die umsetzung dieser idee braucht es aber wie in den punkten 13 der motion erwähnt im taxiwesen diverse anpassungen,für die umsetzung der reidee braucht es aber wie in punkt 1 dieser motion im taxiwesen diverse anpassungen,987  002be412-187f-4350-bea3-a0d623cdd481
0.35,0.458,bildungsstatistik letzte ganz,letzten zeit nächster bildungsstatistiken sehr bleibt,wer die letzte bildungsstatistik liest sieht ganz deutlich dass die tendenz deutlich steigt und steigt und steigt,wer die letzten bildungsstatistiken liest sieht sehr deutlich dass die tendenz deutlich steigt und steigt bleibt nächster zeit,649  1ad41035-9010-4e91-bb62-cab80298bfc5
0.35,0.379,eu rahmenabkommens des aufzeigen liessen,haben rahmenabkommen zeigen ullauf,so liessen wir uns den stand bezüglich des institutionellen rahmenabkommens zwischen der schweiz und der eu aufzeigen,so haben wir uns den stand bezüglich institutionellen rahmenabkommen zwischen der schweiz und den ullauf zeigen,1888  2d8255b2-34f8-4b7c-89be-73329fa824ab
0.35,0.529,beiziehen jordi kollege gesagt hat,kolleginnen jahre dazuziehen kollegen sagen,ich möchte mich hier nicht auf zahlenspiele einlassen und kollege jordi hat gesagt man solle fachpersonen beiziehen,ich möchte mich hier nicht auf zahlenspiele einlassen und kolleginnen und kollegen jahre sagen man solle fachpersonen dazuziehen,2273  5bbfc5b7-097d-450a-9de6-ff3d9f864143
0.35,0.382,aus sicht dieser es ist,von sein daher,aus dieser sicht muss man davon ausgehen dass es noch nicht sicher ist ob diese situation auf bundesebene wirklich wieder korrigiert werden kann,von daher muss man davon ausgehen dass man noch nicht sicher sein muss ob diese situation wirklich auf bundesebene wieder korrigiert werden kann,2654  b229fd6b-8db5-401f-9a5a-99c114814c5d
0.35,0.542,erbringen wie kunden name schon dienstleister ein,bringen erhält wieder dienstleistungen namen bereits einen,der kanton bern ist gegenüber seinen gemeinden den verschiedenen ämtern und schlussendlich auch gegenüber jedem steuerzahler ein dienstleister der wie der name es schon sagt eine dienstleistung gegenüber kunden erbringen muss,der kanton bern ist gegenüber seinen gemeinden den verschiedenen ämtern und schlussendlich auch gegenüber jedem steuerzahler eine dienstleistung wieder namen es bereits sagt eine dienstleistungen erhält einen bringen muss,1709  fd71303d-4487-4459-bcf3-1a827bc12386
0.35,0.367,präsent nahe re gionen und,näher ihnen regionen,es braucht nicht nur rahmenbedingungen für die medien sondern eben auch das entsprechende personal das nahe bei den leuten und in den re gionen präsent ist,es braucht eben nicht nur die rahmenbedingungen für die medien sondern es braucht auch das entsprechende personal das ihnen bei den leuten näher in den regionen ist,1175  a5c3a3d2-202b-4ade-b269-ce3238eb15fd
0.35,0.528,materialbeschaffung aber feuerwehr beziehungsweise entlasten nicht auch eine,gefühl haben ematerialbeschaffung bez diese deshalb das,wir unterstützen es aber abschliessend wie der regierungsrat die motion als postulat anzunehmen und zu prüfen ob es nicht eine möglichkeit gibt die gemeinden bei der materialbeschaffung für die feuerwehr verstärkt zu unterstützen beziehungsweise auch zu entlasten,deshalb unterstützen wir abschliessend wie der regierungsrat die motion als postulat anzunehmen und zu prüfen ob es diese möglichkeit gibt die gemeinden bei der ematerialbeschaffung für gefühl haben das verstärkt zu unterstützen bez,3188  f6b2d588-9c3b-42e4-a3cb-2fc23c63f4a6
0.35,0.447,systemimmanent eventuelle sagt darüber,systeme welche management eine,darüber dass eventuelle fehlanreize systemimmanent sind und möglicherweise auch die kundschaft sprich die patienten betreffen sagt die motion leider nichts,dass eine welche fehlanreize systeme management sind und möglicherweise auch die kundschaft betreffen sprich die patienten betreffen betreffen die motion leider nichts,1273  56df2509-fc4d-441e-8c98-2e8b61c25798
0.35,0.392,will beste sein das machen jeder,besten sind jeden tun,wenn man die beste sein will das sagt ihnen jeder unternehmer dann kann man nicht alles machen,wenn man die besten sind sagt ihnen jeden unternehmer dann kann man nicht alles tun,2384  966e3cb3-d40e-40b7-b0c8-ae95765db4a5
0.35,0.342,stärkster sein es wird wenn medizinstudenten,dann stärkstellen medizinstudentin wo ist,bern soll stärkster medizinalstandort werden oder wird es vielleicht in 14 tagen schon fast sein wenn nämlich 100 neue medizinstudenten in bern anfangen,bern wo soll stärkstellen medizinalstandort werden oder vielleicht in 14 tagen schon fast ist dann nämlich 100 neue medizinstudentin bern anfangen,2370  7adb0aba-6d0b-4db7-bce7-8fb17e3a855c
0.35,0.405,die beste wirklich wollen wir,in sind wünschlich bester,wir wollen nicht einfach dabei sein sondern man will wirklich gut sein man will die beste sein,man will nicht einfach dabei sein sondern man will wünschlich gut sind man will in bester sein,3184  3d0c68e3-79c8-4d2f-bc77-18dfdb80a37f
0.35,0.309,überlassen verantwortlichen wir den geeigneten qualitätsausschüssen management,verantwortliche qualitätsausschüsse eigene menetschwend wenn,überlassen wir das management und das controlling der qualität den dafür geeigneten verantwortlichen gremien und fachgesellschaften qualitätsausschüssen und so weiter,wenn das menetschwend und das controlling der qualität dafür eigene verantwortliche gremien und fachgesellschaften qualitätsausschüsse und so weiter,2080  7bd0848e-aa51-4358-a61a-ec03ca51ee8e
0.35,0.365,die ganz ph der uni nennen,universität sehr sagen auch,es gibt natürlich ganz viele gründe und einer davon der zu nennen ist ist dass die ph zum beispiel im vergleich zur uni keine bundesbeiträge erhält,es gibt natürlich sehr viele gründe und einer davon auch zu sagen ist dass zum beispiel im vergleich zur universität erhält keine bundesbeiträge,1135  7f1d783c-c422-4c60-b24d-93436c6dc74c
0.35,0.582,berner fachhochschule erinnern brachte bestimmt sich um,daran gebracht erinnere ich hat,sie erinnern sich bestimmt dass die bik dieses instrument erstmals und bisher einmalig im rahmen der diskussionen um die berner fachhochschule bfh hier ins parlament brachte,ich erinnere sie daran dass die bik dieses instrument erstmals und bisher einmalig im rahmen der diskussionen und die bfh hier ins parlament gebracht hat,43  50862d62-9cdb-47b9-a080-e3e4bffcc9b2
0.35,0.474,die an bekämpfung kindern männern,gindern am konkret männer,die bekämpfung von gewalt an frauen männern und kindern ist ein sehr wichtiges anliegen im kanton bern,konkret von gewalt am frauen und männer und gindern ist ein sehr wichtiges anliegen im kanton bern,1435  a78c907c-8154-4856-b787-dc63e485336d
0.35,0.535,organisationsmodelle notfallversorgung oder etwa der,die auffassungen den organisationsmodell,gefordert wird eine spezialfinanzierung zur förderung verschiedener projekte im gesundheitswesen wie etwa organisationsmodelle in der notfallversorgung oder in der grundversorgung,gefordert wird eine spezialfinanzierung zur förderung verschiedener projekte im gesundheitswesen wie organisationsmodell in den auffassungen die den grundversorgung,1199  baae0ef0-0d50-40bc-89c7-0ed130d94b4c
0.35,0.366,jährlich müsste sollte à es perdu zahlen auffangen nicht man,dass jahr wir müssen auffallen dort bezahlen pro,man müsste sich vielleicht sogar überlegen ob man nicht à fonds perdu jährlich einen gewissen betrag zahlen sollte damit sie gewisse dinge auffangen können und damit sie es auch ihren stimmbürgern besser erklären können,sie müssen sich vielleicht sogar überlegen ob wir dort einen fonds pro jahr einen gewissen betrag bezahlen damit sie gewisse dinge auffallen können und dass sie auch ihren stimmbürgern besser erklären können,1407  2cac8c76-11ba-46c0-9f90-5decd5485162
0.35,0.488,verbraucht des ressourcen kantons dies um,kanton ressourcenverbraucht im es hier,veränderungen zusammenschlüsse fusionen werden stattfinden und wenn man noch viele ressourcen des kantons verbraucht um dort mitzumachen ist dies für uns nicht zielführend,veränderungen zusammenschlüsse fusionen werden stattfinden und wenn man hier im kanton noch viele ressourcenverbraucht dort mitzumachen ist es für uns nicht zielführend,2825  9ab771c0-7016-4d5b-a1c4-08b759827b07
0.35,0.446,herkömmliche verkauf für denselben den,gleiche vor herr vergauf gömlicher,es muss sichergestellt werden dass im hinblick auf den verkauf die werbung und den schutz für passivraucher die ezigaretten denselben rechtlichen vorgaben unterliegen wie herkömmliche raucherwaren,es muss sichergestellt werden dass im hinblick auf vergauf werbung und schutz vor passivraucher die ezigaretten die gleiche rechtlichen vorgaben unterliegen wie herr gömlicher raucherwaren,706  66ad72f5-f97d-42d3-b096-566845ac5309
0.35,0.39,strassenumgestaltungsmassnahmen realisiert überall es,orten die allen gebaut umgestaltungsmassnahmen strassen das,wir sind überzeugt dass strassenumgestaltungsmassnahmen nicht überall so grosszügig realisiert werden müssen wie es mehrere beispiele der letzten jahre zeigen,wir sind überzeugt dass die strassen umgestaltungsmassnahmen nicht allen orten so grosszügig gebaut werden müssen wie das mehrere beispiele der letzten jahre zeigen,1045  5626cd59-3dce-47ed-a692-b5243c5ffb89
0.35,0.505,regierungsrat bund eingeführtes vom getretenes aufzuheben,des eines bundes treten regierungsrates eingeführt,im wesentlichen verlangt die motion vom regierungsrat ein vom bund bereits eingeführtes und seit dem 1 januar 2018 in kraft getretenes tarifsystem im kanton bern aufzuheben,im wesentlichen verlangt die motion des regierungsrates eines des bundes bereits eingeführt und seit dem 1 januar 2018 in kraft treten ein tarifsystem im kanton bern,3229  b9f36a9f-ce63-407a-8063-c5dcd9afd4bb
0.35,0.403,etwas fest werden einmal auch unterschätzt,halt einen so unterschätzen west,auf der anderen seite stellen wir fest dass auch einmal etwas unterschätzt werden kann und man sich dafür entschuldigen kann,auf der anderen seite stellen wir west dass man halt einen so unterschätzen kann und sich dafür entschuldigen kann,2378  048effc8-71ea-4e56-a89a-c698efe0fb3e
0.35,0.347,die normales diese ein,dieser das unsere normale,die fdpfraktion lehnt diese doppelmandate in spitälern strikte ab auch wenn es um ein normales verwaltungsratsmandat geht,unsere fdpfraktion lehnt strikte dieser doppelmandate in spitälern ab auch wenn es um das normale verwaltungsratsmandat geht,1533  89140698-6f57-42ae-8048-2ed8940c18be
0.35,0.474,von mit mich der dünkt heben ist,die über jahre mir ob hinuntergingt ging,von daher dünkt es mich ist es nicht nötig dass wir jetzt erneut zu einer abstimmung gelangen mit der man darüber befinden will das stimmrechtsalter auf 16 zu heben oder nicht,daher ging es mir nicht nötig dass wir jetzt erneut zu einer abstimmung gelangen über die man darüber befinden will ob man das stimmrechtsalter auf 16 jahre hinuntergingt oder nicht,645  ec361b24-3a87-4a58-a7b0-97ecdf960f25
0.35,0.467,die behebung mängeln punkte für anliegen denn strassenabschnitten sofortsanierungen,abschreiben sofortionierungen punkten mängelstrassen bebe dann,die anliegen der ersten beiden punkte haben wir gemeinsam betrachtet denn sie betreffen hauptsächlich den unterhalt der strassen sei es bei sofortsanierungen oder im rahmen der planung für die behebung von mängeln in strassenabschnitten,in den ersten beiden punkten haben wir gemeinsam betrachtet dann sie betreffen hauptsächlich den unterhalt der strassen sei es bei sofortionierungen oder im rahmen der planung der bebe von mängelstrassen abschreiben,2596  aa42a643-9234-4c42-88ec-1377ea8d4268
0.35,0.626,sonst zu lange dauert denn,land sturen weil ins,ich möchte aber jetzt eigentlich nicht auf jeden punkt einzeln eingehen denn sonst dauert es zu lange,ich möchte aber jetzt eigentlich nicht auf jeden punkt einzeln eingehen weil es sturen ins land,2703  ac6ad621-1a36-44a6-9fff-12986110029d
0.35,0.36,haben nichts nach diesen auch,auf wir noch den hat,nicht zuletzt ist es auch so dass von diesen steuergeldern jährlich 100 mio franken nach bern gehen die mit dem finanzausgleich rein nichts zu tun haben,zuletzt ist es noch so dass wir von den steuergeldern die 100 mio franken jährlich auf bern gehen die mit dem finanzausgleich rein nicht zu tun hat,2296  8f329749-2530-4bec-8520-91f71ed722e0
0.35,0.491,liegen gemäss,ich in und liege,die dritte anmerkung zu den ausnahmen die ausnahmen gemäss unserem vorstoss liegen im ermessen der schule des schulleiters der schulleiterin,und die dritte anmerkung zu den ausnahmen die ausnahmen in unserem vorstoss liege ich im ermessen der schule die im ermessen des schulleiters der schulleiterin,2910  6f236ee7-62a4-4bcf-8d97-17c6d29cf00f
0.35,0.329,verständnisfragen diese den dialoge,von so verständnisfonds dialog der,sowohl für die sak als auch für den regierungsrat sind diese dialoge äusserst wertvoll sind doch die wege kurz und verständnisfragen schnell geklärt,sowohl für die sak als auch von der regierungsrat sind die dialog äusserst wertvoll sind die wege doch so kurz und verständnisfonds schnell geklärt,450  0e0ad817-1fe0-4cf3-abc7-72b7ba090562
0.35,0.578,leichen an in trainingsoperationen schweinen,ihnen drei dass für insoperationen erleichen gehen,wenn man dann noch die trainingsoperationen an leichen und schweinen in die eigene statistik aufnimmt wird eine aussage über die qualität ziemlich schwierig,wenn man dann noch drei insoperationen erleichen und dass ihnen für die eigene statistik aufnimmt wird eine aussage über die qualität ziemlich schwierig gehen,1613  a4ab13f4-b437-4349-a629-4eebe4907db4
0.36,0.3,eigentlich wollen diesen,dieser wie,müssen oder wollen wir dieses gesetz wegen diesen wasserstoffautos eigentlich ändern,wir müssen oder wie wir dieses gesetz wegen dieser wasserstoffautos ändern,2850  2b568a59-7de3-4ce3-8a7f-81d90007e79a
0.36,0.548,die bis heute ist,in der sind,die bundesgesetzgebung bis heute mit allen damit verbundenen konsequenzen aber auch möglichkeiten ist klar,in der bundesgesetzgebung mit allen damit verbundenen konsequenzen aber auch möglichkeiten sind klar,2009  ea0098c9-276d-4b99-aa69-a7a6dd9b22d5
0.36,0.0,diese darin,sie auch da,aber wir sind uns sicher darin einig dass diese wichtig sind,aber da sind wir uns sicher auch einig dass sie wichtig sind,84  f9565196-6666-40eb-826f-c8c7c6dd6ae0
0.36,0.531,vereinfacht weiter,weitervereinfacht,mit der zukünftigen zusätzlichen digitalisierung werden die administrativen verfahren weiter vereinfacht,mit der zukünftigen zusätzlichen digitalisierung der verfahren werden die administrativen verfahren weitervereinfacht,1444  9a7c7ef5-d656-459f-a1e9-d7badb3fd749
0.36,0.495,wenig zuerst sagten ein,etwas gesagt,alle sagten sie wollten zuerst ein wenig stellvertreter sein und lieber nicht mehr werden,alle wollten gesagt sie wollten etwas stellvertreter sein und lieber nicht mehr werden,3098  825456c5-0343-472a-9802-775666d25109
0.36,0.0,in wein schläuchen auch,schleucher weiner,man kann es auch anders sagen alter wein in neuen schläuchen,man kann es anders sagen alter weiner neuen schleucher,2177  44543308-5f33-4ee1-b3b4-e0ab83797d88
0.36,0.346,die konnte lösung ist,konnten sie,die lösung konnte gefunden werden und ist im interesse aller beteiligten,sie konnten gefunden werden und im interesse aller beteiligten,1972  697cfaba-366a-417d-a2dc-5165ce23218b
0.36,0.388,saal,drinnen auch und,viele hier im saal haben wahrscheinlich noch die veloprüfung im hinterkopf,viele und hier drinnen haben wahrscheinlich auch noch die veloprüfung im hinterkopf,2811  344aba7d-f7aa-4027-b14c-0439b45adc2f
0.36,0.0,dem auf der das,zu darauf dieser wo,für mich ist der bericht nicht das papier wert auf dem er geschrieben ist,für mich ist dieser bericht nicht zu papier wert wo er darauf geschrieben ist,455  b259240b-2215-44a0-9a92-923868dd7823
0.36,0.329,taugt tauglich was auch,augen passt getaugt das,was zu recht für demonstrationen taugt ist nicht zwingend auch für ein kantonsparlament tauglich,das passt zu recht für demonstrationen getaugt ist nicht zwingend für ein kantonsparlament augen,273  0cc7f799-eb71-423c-877b-940628668087
0.36,0.346,beste wäre weg eine,wettbewerb gescheiterste,für die ganze thematik wäre eine einheitliche bundeslösung der beste weg,für die ganze thematik einheitliche bundeslösung der gescheiterste wettbewerb,293  6aa34ed9-3174-499c-bde3-cd2609a937f0
0.36,0.399,den,der dann,ist die qualität also im inselspital schlechter als in den usa,ist dann also die qualität im inselspital schlechter als in der usa,1535  8b176b1a-a983-4bfe-8cf9-35f253c10ff1
0.36,0.455,darauf begrüssen wir den,daran ich der begrüsse,den zentrumsbonus begrüssen wir hingegen sehr und auf keinen fall soll darauf verzichtet werden,der zentrumsbonus begrüsse ich hingegen sehr und auf keinen fall soll auf daran verzichtet werden,1606  ac5e5a53-75b9-4c74-8551-64c055d2bb5c
0.36,0.408,finanzanalyse nationalfondsstudie von als fakir kirchen den,nationale vorstudie faki der auch ein,die nationalfondsstudie finanzanalyse kirchen fakir hat aufgezeigt dass die anzahl stunden von freiwilligenarbeit pro 100 mitglieder in freikirchen massiv höher ist als bei den landeskirchen,die nationale vorstudie der faki hat aufgezeigt dass die anzahl stunden der freiwilligenarbeit pro 100 mitglieder in freikirchen ein massiv höher ist auch ein bei der landeskirchen,1706  469d7463-426c-486f-97df-9d978ef6db6a
0.36,0.345,passiert vergangenen ist,wurde dies geschehen,in den vergangenen zwei jahren vor allem im letzten jahr ist ganz viel passiert,in den letzten zwei jahren wurde dies vor allem im letzten jahr ganz viel geschehen,2026  e2d0013d-b6cd-4492-8ce8-ebc1d0d0d056
0.36,0.576,barrierefreies pdfdokument,freies paar jähre pdf,ein barrierefreies pdfdokument wäre aus unserer sicht nur die zweitbeste variante,ein paar jähre freies pdf wäre aus unserer sicht nur die zweitbeste variante,2756  f71ffc0c-5207-49c1-a2d6-b389220b88c6
0.36,0.535,auf sie nimmt herauskristallisiert gleichzeitig,herauskristonalisiert sind es,gleichzeitig nimmt sie neue herausforderungen die sich in den letzten jahren herauskristallisiert haben auf,es sind neue herausforderungen die sich in den letzten jahren herauskristonalisiert haben,1441  10f9f596-b3fe-485a-9d41-268677f2423d
0.36,0.371,filmförderung schwergewichtsbildung,gewerbegewichtsbildung firmförderung beispiel zum,auch die schwergewichtsbildung bei der filmförderung hat eine positive wirkung gezeigt,auch die gewerbegewichtsbildung zum beispiel bei der firmförderung hat eine positive wirkung gezeigt,1740  52b96301-a16d-4fe7-a5c3-ca77e8518ce4
0.36,0.0,dosis einer homöopathischen aus,von unterbatchen dosiers der,mit einer homöopathischen dosis sollen die erfahrungen aus solothurn übernommen werden,mit der unterbatchen dosiers sollen die erfahrungen von solothurn übernommen werden,1999  e0ad26c1-7dcf-4b62-90ae-70599919f0ef
0.36,0.54,sollen,soll für doch,grundsätzlich sollen die erziehung und das weitergeben von werten immer noch zu hause stattfinden,grundsätzlich soll für die erziehung und das weitergeben von werten das soll doch immer noch zu hause stattfinden,50  eef15eb4-6059-4862-b613-b3e99d3bbeeb
0.36,0.391,die ziffer sowohl,punkt wie den,die ziffer 2 lehnen wir sowohl als motion als auch als allfälliges postulat ab,den punkt 2 lehnen wir als motion ab wie auch als allfälliges postulat ab,1429  1a27bb3b-7b1b-446e-a44b-910ce0b83b57
0.36,0.417,fallzahlen qualität auf,ja für fallzahlenqualität der auch,auf den ersten blick scheint es einleuchtend dass man mit fallzahlen qualität steuern kann,für den ersten blick scheint es ja auch einleuchtend dass man mit der fallzahlenqualität steuern kann,2973  9ac8a054-601a-43de-8442-207fc4a2e7e1
0.36,0.511,diese mobilie eine,emobilien die,wenn jetzt eine mobilie verkauft wird der käufer eine rechnung von mehreren 1000 franken für diese verschreibung erhält so wird das gefühl von fairness strapaziert,wenn jetzt emobilien verkauft wird der käufer rechnung für die verschreibung von mehreren 1000 franken erhält so wird das gefühl von fairness strapaziert,908  b9aa3494-2b25-47b4-bd31-06abf34d3741
0.36,0.271,ein das geniesst,dem genüsst der einen,so hat man mit siteminsel ein projekt das nationale ausstrahlung geniesst,so hat man mit dem siteminsel einen projekt der nationale ausstrahlung genüsst,263  d5f0fabf-b471-4171-9180-86a9cdddce2b
0.36,0.268,auswirken sich dies um,ausmachen es,um wie viel sich dies aber auf den umsatz auswirken wird ist schwierig abzuschätzen,wie viel es aber auf den umsatz ausmachen wird ist es schwierig abzuschätzen,1825  4cf9269f-2c58-4709-b8a1-7a2790a8a01c
0.36,0.405,denn an strebten,haben angestrebt einmal dann,von all diesen frauen strebten denn aber die wenigsten eine stelle als gemeindeschreiber an,von all diesen frauen haben aber die wenigsten dann einmal eine stelle als gemeindeschreiber angestrebt,1921  73647870-f64e-4bf8-9e44-6086ee448624
0.36,0.382,ob dies tun es,die machen das,es ist in seiner absoluten freiheit ob er dies tun will,das ist in seiner absoluten freiheit die er das machen will,1242  a0d1f9f0-648d-41b2-9ada-6bcd1835f30b
0.36,0.424,per wird 1,ersten denn der bei,die entsprechende gesetzesvorlage wird per 1 januar 2022 in kraft treten,denn die entsprechende gesetzesvorlage bei der ersten januar 2022 in kraft treten,3116  c758c726-13d7-4c3f-a700-3918d017aab6
0.36,0.584,diente hatte,dient hat,der vorliegende bericht über die aussenbeziehungen des kantons bern 2018 diente als grundlage für den dialog den die sak am 11 februar 2019 mit der regierung geführt hatte,der vorliegende bericht über die aussenbeziehungen des kantons bern 2018 hat als grundlage für den dialog der die sak mit der regierung am 11 februar 2019 geführt hat dient,345  10b68c23-f1bf-4886-af55-c652cc1383d3
0.36,0.385,sehen welche diejenige wir es zwar,die jene sehe das,wir sehen es nämlich etwas anders und zwar bin ich sicher nicht diejenige welche dagegen ist dass sich junge für politik interessieren,ich sehe das nämlich etwas anders und ich bin sicher nicht jene die dagegen ist dass sich junge für die politik interessieren,150  ab54776b-a0fd-4726-abfc-d94f25e718c0
0.36,0.29,beurteilung allen in punkten,aller burteilung punkt im,die fdpfraktion teilt die beurteilung der regierung in allen fünf punkten,die fdpfraktion teilt die burteilung der regierung im aller fünf punkt,2511  b0c1eed7-757d-4d17-bf8f-0141e5044c71
0.36,0.0,welches bringt nichts,eigentlich vernünftig ist,aus diesen gründen bringt das ziel welches diese motion verfolgt nichts,aus diesen gründen ist das ziel das diese motion verfolgt eigentlich vernünftig,2315  8d1b8939-ff84-4ec1-ac80-bbd1d8999c4f
0.36,0.343,für eine uber das taxifahrer,dies auf obertaxifahrer,anzeichen dass das für eine mehrheit der uber taxifahrer gilt haben wir aber nicht,anzeichen dass dies auf der mehrheit der obertaxifahrer gilt haben wir aber nicht,508  5fb6a0bc-aa91-463f-a0ce-0756a062b03a
0.36,0.57,läuft frechheit lüge hat,glober frechkeit hier,was thomas gerber erzählt hat läuft nicht einmal mehr unter fake news es ist schlicht und einfach eine frechheit und eine lüge,thomas gerber was hier erzählt ist nicht einmal mehr unter fake news es ist schlicht und einfach eine frechkeit und glober,2715  a53fca96-4477-4b3e-9f7f-de5cbe6a7c1a
0.36,0.294,eines prozesses rahmen im,in prozess einem,die kulturstrategie 2018 wurde im rahmen eines breiten partizipativen prozesses erarbeitet,die kulturstrategie 2018 wurde in einem breiten partizipativen prozess erarbeitet,515  9ebfeb16-0e67-4278-a7ad-f2e91fd85212
0.36,0.458,abgeben vereinzelte,wäre einzelte für,es gibt zwar vereinzelte die sich allenfalls der stimme enthalten oder gegenstimmen abgeben werden,es gibt zwar für einzelte die sich allenfalls der stimme enthalten werden oder gegenstimmen wäre,3064  4388e213-55e9-4d1e-a821-84ea194c13ad
0.36,0.309,inselspital im,insel an,komplexere fälle sollen richtigerweise in der zentrumsklinik im inselspital behandelt werden,komplexere fälle sollen richtigerweise an der zentrumsklinik in der insel behandelt werden,1406  9f4846a7-ef91-4872-91be-45c7a63b785d
0.36,0.286,wurde an konkurrenzierend denn so auch modern app,unkonkurrenzierend absolut,denn im moment ist es noch gar nicht möglich das taxigewerbe mit einer app so zu führen wie es modern und konkurrenzierend angedacht wurde und im ausland an diversen orten auch durchgeführt wird,im moment noch gar nicht möglich ist das taxigewerbe mit einer absolut zu führen wie es im moment unkonkurrenzierend angedacht wird und im ausland diversen orten durchgeführt wird,1536  8c4f2fbc-9e06-43c0-a3bb-8fbe8e5ef140
0.36,0.405,sinnvoll dort diese wo ist,dem in als macht sie eine hier,im übrigen finden schon jetzt dort wo es sinnvoll ist kooperationen und vernetzungen statt ohne dass diese vom staat besonders gefördert werden,im übrigen finden sie schon jetzt hier in dem es als eine macht kooperationen und vernetzungen statt ohne dass sie vom staat besonders gefördert werden,1359  cd62ff39-07b7-4d27-8755-03db75750566
0.36,0.359,wurde das den rednern verschiedenen,wort worden da ist,der bedarf im sport wurde eigentlich ausgewiesen das wurde schon von meinen vorgängern von verschiedenen rednern gesagt sei es für den hallenbau,der bedarf im sport da ist eigentlich ausgewiesen wort schon von meinen vorgängern von vorgängern gesagt worden sei es für hallenbau,1925  05d37a35-7bc6-46b0-ab42-e8803e376f8c
0.36,0.464,würden folge dies zur gefahrenbereich,pfarrerbereich jetzt es erfolgt,dies hätte zur folge dass 100 wohn und geschäftsliegenschaften weiterhin im gefahrenbereich liegen würden,es hätte jetzt erfolgt dass 100 wohn und geschäftsliegenschaften weiterhin im pfarrerbereich liegen,1  41b68437-a5b4-41f7-b7a4-2f70d3148eee
0.36,0.286,zumindest sie bei,in mindestens eines es,ich bin froh dass sie bei diesem thema zumindest gespalten ist,ich bin froh dass es in diesem thema eines mindestens gespalten ist,903  eecd65f9-73e2-4bf2-9955-2349e7987b73
0.36,0.337,nun in ich probieren,versuchen kolleginnen,meine kollegen und ich probieren nun diesen tag in je etwa drei minuten zusammenzufassen,meine kolleginnen und kollegen versuchen diesen tag je etwa drei minuten zusammenzufassen,3313  bcba2248-2926-429c-b498-50ee21d2f26e
0.36,0.287,nur lammbach beim bei,dem um über landbach es,das ist nicht nur beim lammbach so das ist auch bei anderen bächen so,es ist nicht um dem landbach so das ist auch über anderen bächen so,3235  7c3c90af-fe4a-4393-b214-0630d6cd19e0
0.36,0.294,sieben jetzt ursprünglich verlangte,7 verlangt stimmen ursprünglichen,denn diese motion verlangte ursprünglich einen bericht zu sieben jetzt noch zu vier punkten,denn diese motion verlangt einen ursprünglichen bericht zu 7 stimmen noch zu vier punkten,2945  d55d2a66-0259-4073-a586-97d33c0c17a6
