id	target_txt	checkpoint	prediction
1271  common_voice_sv-SE_18775003	It’s up to us to change the future.	1250	I just wanted my career to move forward.
1271  common_voice_sv-SE_18775003	It’s up to us to change the future.	750	If I got to decide you would get it.
1271  common_voice_sv-SE_18775003	It’s up to us to change the future.	1000	I have not been seeking attention.
1271  common_voice_sv-SE_18775003	It’s up to us to change the future.	500	And if the find here the worse from the refating.
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	-	-
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	250	Why do you know that?
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	50	I I’s athe the the the the the the the the athe the the.
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	1250	That is the most unsuitable flyer.
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	750	It is after all an important assignment.
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	1000	I don’t have enough evidence for a warrant.
541  common_voice_sv-SE_18923766	No, it didn’t match the kitchen.	500	What do you want to do that wors?
480  common_voice_sv-SE_19550731	Have you got the money from last time?	-	-
480  common_voice_sv-SE_19550731	Have you got the money from last time?	250	You don’t know that the will.
480  common_voice_sv-SE_19550731	Have you got the money from last time?	50	You an the the the the the the the the the athe the the the the there be the che the the the the the the bere the bererere bererere therererere therererererererere the.
480  common_voice_sv-SE_19550731	Have you got the money from last time?	1250	For payment you need to speak to Lars.
480  common_voice_sv-SE_19550731	Have you got the money from last time?	750	The opposition can put pressure on the government.
480  common_voice_sv-SE_19550731	Have you got the money from last time?	1000	You have to be on heavy medication.
480  common_voice_sv-SE_19550731	Have you got the money from last time?	500	The government will protents for them.
57  common_voice_sv-SE_18846208	We shall not give in.	-	-
57  common_voice_sv-SE_18846208	We shall not give in.	250	What are you going?
57  common_voice_sv-SE_18846208	We shall not give in.	50	I I an’t the toure the the the athe the.
57  common_voice_sv-SE_18846208	We shall not give in.	1250	If you want to kill something.
57  common_voice_sv-SE_18846208	We shall not give in.	750	I have not been seeking attention.
57  common_voice_sv-SE_18846208	We shall not give in.	1000	That I do not know.
57  common_voice_sv-SE_18846208	We shall not give in.	500	What are you doing here?
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	-	-
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	250	Why do you know that the will have to the the the there t.
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	50	You an’the the the the the the the the the the the the therere care be there che the the the the the the be ware therere be berere thererererere bererere bererere berere s s.
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	1250	When I look out among you, I see love.
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	750	If you shoot me, the thumb lets go of the grip and bang.
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	1000	We can’t risk him recognizing you.
1587  common_voice_sv-SE_18858794	Decisions that lead us from one day to another.	500	I don’t know what have you never nothing anymore.
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	-	-
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	250	You don’t know that the will have you.
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	50	I I tous the the the the the athe the the the the the the.
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	1250	Congratulations, because what you do is dedication!
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	750	It hurts me by not answering the mobile phone.
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	1000	It is strange, because in the more phone.
733  common_voice_sv-SE_19475986	And then I cook my legendary food.	500	We have a probably notices for a purents.
172  common_voice_sv-SE_19434692	That’s great.	-	-
172  common_voice_sv-SE_19434692	That’s great.	250	What are you going?
172  common_voice_sv-SE_19434692	That’s great.	50	I I tous the thathe the the the the the the.
172  common_voice_sv-SE_19434692	That’s great.	1250	No, I’m just happy.
172  common_voice_sv-SE_19434692	That’s great.	750	It is so annoying.
172  common_voice_sv-SE_19434692	That’s great.	1000	No, I’m just happy.
172  common_voice_sv-SE_19434692	That’s great.	500	What are you going to do now?
87  common_voice_sv-SE_19806501	He was just strange.	-	-
87  common_voice_sv-SE_19806501	He was just strange.	250	You don’t know.
87  common_voice_sv-SE_19806501	He was just strange.	50	I I tous the thathe the the the the the the the the the.
87  common_voice_sv-SE_19806501	He was just strange.	1250	If you want to kill something.
87  common_voice_sv-SE_19806501	He was just strange.	750	I have not been able to interrogate him yet.
87  common_voice_sv-SE_19806501	He was just strange.	1000	Have you lost your mind?
87  common_voice_sv-SE_19806501	He was just strange.	500	What does it like with your mother?
438  common_voice_sv-SE_18763608	If I stay it will be double.	-	-
438  common_voice_sv-SE_18763608	If I stay it will be double.	250	What are you going?
438  common_voice_sv-SE_18763608	If I stay it will be double.	50	I I an’the the the the the the athe the the.
438  common_voice_sv-SE_18763608	If I stay it will be double.	1250	It is the car from the gas station.
438  common_voice_sv-SE_18763608	If I stay it will be double.	750	It is so annoying.
438  common_voice_sv-SE_18763608	If I stay it will be double.	1000	That’s not what I’m saying.
438  common_voice_sv-SE_18763608	If I stay it will be double.	500	What are you going to do?
513  common_voice_sv-SE_18717022	Harry, come down here!	-	-
513  common_voice_sv-SE_18717022	Harry, come down here!	250	What are you going?
513  common_voice_sv-SE_18717022	Harry, come down here!	50	I I tous the thathe the the the the the the.
513  common_voice_sv-SE_18717022	Harry, come down here!	1250	We have a problem.
513  common_voice_sv-SE_18717022	Harry, come down here!	750	It is not possible.
513  common_voice_sv-SE_18717022	Harry, come down here!	1000	We can’t do it.
513  common_voice_sv-SE_18717022	Harry, come down here!	500	What are you going to do?
375  common_voice_sv-SE_18850864	Can you get rid of them?	-	-
375  common_voice_sv-SE_18850864	Can you get rid of them?	250	What are you going?
375  common_voice_sv-SE_18850864	Can you get rid of them?	50	I I tous the the the the the athe the the the.
375  common_voice_sv-SE_18850864	Can you get rid of them?	1250	Can you move the bag?
375  common_voice_sv-SE_18850864	Can you get rid of them?	750	It is flooding.
375  common_voice_sv-SE_18850864	Can you get rid of them?	1000	Speak French with her.
375  common_voice_sv-SE_18850864	Can you get rid of them?	500	What are you going to do?
38  common_voice_sv-SE_19018400	Do it then.	-	-
38  common_voice_sv-SE_19018400	Do it then.	250	What are you going?
38  common_voice_sv-SE_19018400	Do it then.	50	I I tous the toure the the the the the the the the the the.
38  common_voice_sv-SE_19018400	Do it then.	1250	It will see you know.
38  common_voice_sv-SE_19018400	Do it then.	750	It is so annoying.
38  common_voice_sv-SE_19018400	Do it then.	1000	That is my office.
38  common_voice_sv-SE_19018400	Do it then.	500	What are you going to do work?
271  common_voice_sv-SE_19774905	Think about that!	-	-
271  common_voice_sv-SE_19774905	Think about that!	250	What are you going?
271  common_voice_sv-SE_19774905	Think about that!	50	I I an’the the the the the at athe the the.
271  common_voice_sv-SE_19774905	Think about that!	1250	For our hundredth back.
271  common_voice_sv-SE_19774905	Think about that!	750	It is so annoying.
271  common_voice_sv-SE_19774905	Think about that!	1000	You should not fly!
271  common_voice_sv-SE_19774905	Think about that!	500	What are you going?
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	-	-
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	250	You don’t know that the will.
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	50	You the the the the the the the the the the the the the there are be be boure che the the the the be the bere the thererere berere thererererere bererere bererererere the s.
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	1250	I said that it’s transferred directly.
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	750	The government will protect them.
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	1000	You have to be on heavy medication.
122  common_voice_sv-SE_20009866	He thinks I am disgusting.	500	The government will protect the first.
778  common_voice_sv-SE_19623734	You’ve been busy.	-	-
778  common_voice_sv-SE_19623734	You’ve been busy.	250	What are you going?
778  common_voice_sv-SE_19623734	You’ve been busy.	50	I I an’t tous the the the.
778  common_voice_sv-SE_19623734	You’ve been busy.	1250	Don’t think about it.
778  common_voice_sv-SE_19623734	You’ve been busy.	750	This felt really good!
778  common_voice_sv-SE_19623734	You’ve been busy.	1000	Don’t find it.
778  common_voice_sv-SE_19623734	You’ve been busy.	500	What are you going to do?
117  common_voice_sv-SE_18984750	You are really stoned.	-	-
117  common_voice_sv-SE_18984750	You are really stoned.	250	What are you going?
117  common_voice_sv-SE_18984750	You are really stoned.	50	I I an’t the toure the the the the the the.
117  common_voice_sv-SE_18984750	You are really stoned.	1250	It’s not like me.
117  common_voice_sv-SE_18984750	You are really stoned.	750	I’ll try something.
117  common_voice_sv-SE_18984750	You are really stoned.	1000	Have you lost your mind?
117  common_voice_sv-SE_18984750	You are really stoned.	500	What are you going?
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	-	-
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	250	Why do you know that?
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	50	I I an’the the the the the the the the the athe the.
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	1250	She got me a temp as for startion.
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	750	I have not been seeking atttention.
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	1000	They can’t manufacture anything.
111  common_voice_sv-SE_19413942	Is there something wrong with my clothes?	500	What are you going to do now, moright?
616  common_voice_sv-SE_18853574	What should I wear today?	-	-
616  common_voice_sv-SE_18853574	What should I wear today?	250	What are you going?
616  common_voice_sv-SE_18853574	What should I wear today?	50	I I tous the the the the the the.
616  common_voice_sv-SE_18853574	What should I wear today?	1250	Put it on his bed.
616  common_voice_sv-SE_18853574	What should I wear today?	750	I’ll be right there.
616  common_voice_sv-SE_18853574	What should I wear today?	1000	She is home from schol.
616  common_voice_sv-SE_18853574	What should I wear today?	500	I will be back in a fun.
915  common_voice_sv-SE_19932351	You will love it.	-	-
915  common_voice_sv-SE_19932351	You will love it.	250	What do you know.
915  common_voice_sv-SE_19932351	You will love it.	50	I I tou the toure the the the the the the the.
915  common_voice_sv-SE_19932351	You will love it.	1250	It is so annoying.
915  common_voice_sv-SE_19932351	You will love it.	750	It is so annoying.
915  common_voice_sv-SE_19932351	You will love it.	1000	That’s all I can say.
915  common_voice_sv-SE_19932351	You will love it.	500	What did you want to do?
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	-	-
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	250	What are you going to that?
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	50	I I an’t the the the the the athe the the the the athe therere the.
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	1250	The government with beattion.
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	750	I have not been seeking attention.
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	1000	That I do not know.
931  common_voice_sv-SE_19932423	I want answers as soon as possible.	500	We have to find out have a nymore.
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	-	-
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	250	What do you want to that?
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	50	I I an’the the the the the the the the the athe the the.
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	1250	They will love the massage.
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	750	It could run a water pump.
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	1000	The government who beat our chief?
1366  common_voice_sv-SE_20021297	We’ll take the boys here the day after.	500	I don’t want to start your brother, now.
937  common_voice_sv-SE_19932440	you could have asked me.	-	-
937  common_voice_sv-SE_19932440	you could have asked me.	250	What are you going?
937  common_voice_sv-SE_19932440	you could have asked me.	50	I I an’t the toure the the the the the the.
937  common_voice_sv-SE_19932440	you could have asked me.	1250	They’re not too look a suicide.
937  common_voice_sv-SE_19932440	you could have asked me.	750	It’s not a problem.
937  common_voice_sv-SE_19932440	you could have asked me.	1000	They are just things.
937  common_voice_sv-SE_19932440	you could have asked me.	500	What did you mean?
1434  common_voice_sv-SE_20021666	We need to get out of here.	-	-
1434  common_voice_sv-SE_20021666	We need to get out of here.	250	What are you going?
1434  common_voice_sv-SE_20021666	We need to get out of here.	50	I I an’t the toure the the t athere the the.
1434  common_voice_sv-SE_20021666	We need to get out of here.	1250	What do you know about women?
1434  common_voice_sv-SE_20021666	We need to get out of here.	750	I’m probably going to that.
1434  common_voice_sv-SE_20021666	We need to get out of here.	1000	What do you know about women?
1434  common_voice_sv-SE_20021666	We need to get out of here.	500	What are you going to do now?
930  common_voice_sv-SE_19932420	This place is really cool.	-	-
930  common_voice_sv-SE_19932420	This place is really cool.	250	What do you know that?
930  common_voice_sv-SE_19932420	This place is really cool.	50	I I’s the the the the the the athe the the.
930  common_voice_sv-SE_19932420	This place is really cool.	1250	You need to get a fish.
930  common_voice_sv-SE_19932420	This place is really cool.	750	It’s not a problem.
930  common_voice_sv-SE_19932420	This place is really cool.	1000	Do you have a solid line?
930  common_voice_sv-SE_19932420	This place is really cool.	500	What are you going to do now?
269  common_voice_sv-SE_19774903	I know that you like her.	-	-
269  common_voice_sv-SE_19774903	I know that you like her.	250	What do you know that?
269  common_voice_sv-SE_19774903	I know that you like her.	50	I I an’the toure the the the athe the the athe the the.
269  common_voice_sv-SE_19774903	I know that you like her.	1250	We’ll see if you don’t pay!
269  common_voice_sv-SE_19774903	I know that you like her.	750	I have not been seeking atttention.
269  common_voice_sv-SE_19774903	I know that you like her.	1000	You should not fly!
269  common_voice_sv-SE_19774903	I know that you like her.	500	What are you going to do?
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	-	-
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	250	You can’t have to the partion.
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	50	I I tous the the the the the athe the the athe the the the.
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	1250	All the fun we’ve had together, father?
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	750	All the fun we’ve had together, father?
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	1000	All the fun we’ve had together, father?
868  common_voice_sv-SE_19795632	He moved into a hotel close to her.	500	You’re not allowed worken for and the news.
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	-	-
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	250	What do you know that?
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	50	I I tou the the the the the the the the the.
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	1250	I need a drink!
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	750	It has to be some sort of movie.
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	1000	It has to be some sort of movie.
890  common_voice_sv-SE_19589167	I’d rather not share a cab.	500	That’s not what what you want you.
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	-	-
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	250	What do you know that?
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	50	I I the the toure the the the athe the the athe the the there the the the therere the the the the be the cange the thathe be berere there berere thererererererere berere s s.
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	1250	That’s not what I’m something.
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	750	You can’t be responsible for everyone.
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	1000	That I should dishonor my family?
225  common_voice_sv-SE_19518856	It’s about an uncontrolled attack.	500	What do you want to do that, I want do you?
524  common_voice_sv-SE_18852903	Have you tried to convince him?	-	-
524  common_voice_sv-SE_18852903	Have you tried to convince him?	250	What do you know that?
524  common_voice_sv-SE_18852903	Have you tried to convince him?	50	You an’the the the the the the the the the.
524  common_voice_sv-SE_18852903	Have you tried to convince him?	1250	If you want to kill something you.
524  common_voice_sv-SE_18852903	Have you tried to convince him?	750	I have not been seeking atttention.
524  common_voice_sv-SE_18852903	Have you tried to convince him?	1000	It is after all an important assign.
524  common_voice_sv-SE_18852903	Have you tried to convince him?	500	What are you going to do now, mom?
171  common_voice_sv-SE_19434691	Not a housewife.	-	-
171  common_voice_sv-SE_19434691	Not a housewife.	250	What are you going to that?
171  common_voice_sv-SE_19434691	Not a housewife.	50	I I tous the the the the the athe the the athe the the the.
171  common_voice_sv-SE_19434691	Not a housewife.	1250	For you, father, it is free.
171  common_voice_sv-SE_19434691	Not a housewife.	750	It is after all an important assign.
171  common_voice_sv-SE_19434691	Not a housewife.	1000	Have you lost your mind?
171  common_voice_sv-SE_19434691	Not a housewife.	500	What are you going to do now, mom?
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	-	-
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	250	What are you going to that?
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	50	Whe athe the the athe the the athe the the athe the.
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	1250	It is not possible to do it.
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	750	You know she druggged me.
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	1000	Yes, I have a good something to it.
1328  common_voice_sv-SE_18775061	I only have a motorcycle license.	500	And if the finformation.
485  common_voice_sv-SE_19550827	To keep me in a cage.	-	-
485  common_voice_sv-SE_19550827	To keep me in a cage.	250	You don’t know.
485  common_voice_sv-SE_19550827	To keep me in a cage.	50	You an’the the the the the.
485  common_voice_sv-SE_19550827	To keep me in a cage.	1250	Can I say something?
485  common_voice_sv-SE_19550827	To keep me in a cage.	750	Can I take a selfie with you.
485  common_voice_sv-SE_19550827	To keep me in a cage.	1000	Can I take a selfie with you.
485  common_voice_sv-SE_19550827	To keep me in a cage.	500	What do you want to go?
558  common_voice_sv-SE_19307808	But the school days are over.	-	-
558  common_voice_sv-SE_19307808	But the school days are over.	250	What are you going?
558  common_voice_sv-SE_19307808	But the school days are over.	50	I I tous tou the the the the the the the the athe the the.
558  common_voice_sv-SE_19307808	But the school days are over.	1250	What do I know about that?
558  common_voice_sv-SE_19307808	But the school days are over.	750	Do you really want to know?
558  common_voice_sv-SE_19307808	But the school days are over.	1000	Can you move the bag?
558  common_voice_sv-SE_19307808	But the school days are over.	500	What are you going to do now?
1100  common_voice_sv-SE_18858824	It is just unhealthy.	-	-
1100  common_voice_sv-SE_18858824	It is just unhealthy.	250	What do you know that?
1100  common_voice_sv-SE_18858824	It is just unhealthy.	50	You an’the the the the the the the the the.
1100  common_voice_sv-SE_18858824	It is just unhealthy.	1250	It’s not ince the will come this.
1100  common_voice_sv-SE_18858824	It is just unhealthy.	750	I’m in, without asking the other!
1100  common_voice_sv-SE_18858824	It is just unhealthy.	1000	We have to go to the scrap yard.
1100  common_voice_sv-SE_18858824	It is just unhealthy.	500	You are not a comission.
1173  common_voice_sv-SE_18780642	Are you going to tell why?	-	-
1173  common_voice_sv-SE_18780642	Are you going to tell why?	250	What do you know that?
1173  common_voice_sv-SE_18780642	Are you going to tell why?	50	I I an’the tous the the the athe the the the athe the the.
1173  common_voice_sv-SE_18780642	Are you going to tell why?	1250	Can you move the bag?
1173  common_voice_sv-SE_18780642	Are you going to tell why?	750	I have not been seeking attention.
1173  common_voice_sv-SE_18780642	Are you going to tell why?	1000	That is my wife.
1173  common_voice_sv-SE_18780642	Are you going to tell why?	500	What are you doing here?
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	-	-
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	250	You have to going to the cand and there the the therere.
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	50	You an the the the the the the the the the athe the the therere wathe are the che the the the the the the be the the bere be berere thererere the bererererererere be be s s s.
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	1250	I just wanted my career to move forward.
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	750	I don’t know what the problem in a problems.
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	1000	It is the strength amongst the rightful.
1295  common_voice_sv-SE_18775027	Sounds like a player from your shit team.	500	I don’t want to start that you would neverything.
563  common_voice_sv-SE_19307823	You are a fucking asshole!	-	-
563  common_voice_sv-SE_19307823	You are a fucking asshole!	250	What do you know that?
563  common_voice_sv-SE_19307823	You are a fucking asshole!	50	I I tous the the the the the the the the the athe the the.
563  common_voice_sv-SE_19307823	You are a fucking asshole!	1250	Do you have a solid line?
563  common_voice_sv-SE_19307823	You are a fucking asshole!	750	Do you mean life after death?
563  common_voice_sv-SE_19307823	You are a fucking asshole!	1000	Do you have a solid line?
563  common_voice_sv-SE_19307823	You are a fucking asshole!	500	What does it like move anything?
1038  common_voice_sv-SE_18858719	Put your hand up.	-	-
1038  common_voice_sv-SE_18858719	Put your hand up.	250	You don’t know.
1038  common_voice_sv-SE_18858719	Put your hand up.	50	You an’the the the the the the the the the the.
1038  common_voice_sv-SE_18858719	Put your hand up.	1250	I will never forget it.
1038  common_voice_sv-SE_18858719	Put your hand up.	750	I will never forget it.
1038  common_voice_sv-SE_18858719	Put your hand up.	1000	What kind of information?
1038  common_voice_sv-SE_18858719	Put your hand up.	500	I will be back in a minute.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	-	-
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	250	You don’t know that the will have to the the come there.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	50	You an the the the the the the athe the the athe the be there are be bere the che the the the the the the be the therere be berere berere berere thererere berererererere s s.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	1250	Fake cops are showing up.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	750	It has been a pleasure getting to know you.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	1000	Yes, I look like a girl that received compassion.
1039  common_voice_sv-SE_18858720	What kind of shit are you saying?	500	We have a probably neight about will have and here.
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	-	-
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	250	Why do you know that the was to thing?
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	50	You an’the the the the the the the the the the.
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	1250	Why don’t you check out backstage?
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	750	I have not been seeking atttention.
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	1000	When I look out among you, I see love.
1552  common_voice_sv-SE_18851026	We know what we are to bet on to win.	500	What are you going to do now, you somen?
1175  common_voice_sv-SE_18780647	We have control again.	-	-
1175  common_voice_sv-SE_18780647	We have control again.	250	What are you going?
1175  common_voice_sv-SE_18780647	We have control again.	50	Whe athe the the athe the the athe the.
1175  common_voice_sv-SE_18780647	We have control again.	1250	Just let me decide.
1175  common_voice_sv-SE_18780647	We have control again.	750	You know she druggged me.
1175  common_voice_sv-SE_18780647	We have control again.	1000	You know she drugged me.
1175  common_voice_sv-SE_18780647	We have control again.	500	What are you doing here?
641  common_voice_sv-SE_18853599	Please, do not scream.	-	-
641  common_voice_sv-SE_18853599	Please, do not scream.	250	What are you going?
641  common_voice_sv-SE_18853599	Please, do not scream.	50	I I tous the the the the the the the the the.
641  common_voice_sv-SE_18853599	Please, do not scream.	1250	Stop following me.
641  common_voice_sv-SE_18853599	Please, do not scream.	750	You’re like poseses!
641  common_voice_sv-SE_18853599	Please, do not scream.	1000	Stop following me.
641  common_voice_sv-SE_18853599	Please, do not scream.	500	You’re like posesessed.
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	-	-
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	250	What do you want to that?
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	50	I I an’the the the the the the athe the the athe the the.
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	1250	It could run a water pump.
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	750	It could run a water pump.
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	1000	The school has received you.
1337  common_voice_sv-SE_20021026	Shouldn’t we raise the bet?	500	What does it like when you mother.
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	-	-
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	250	What are you going to that?
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	50	I I tous the thathe the the the the the the.
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	1250	Can I get weapons?
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	750	I have something to do.
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	1000	The government who beat our chief?
1156  common_voice_sv-SE_18780611	Have you seen what has been going on?	500	What are you going to do now?
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	-	-
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	250	You can’t have to thing.
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	50	I I tous the athe the the the athe the the athe the athe the the the athathe the the the athe the the the the the thathe be bere the bere bere the therere be bere berere s s be s s the thathe thathat
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	1250	Finally I’ve found you.
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	750	You don’t have to ream to going to problems.
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	1000	Maybe we should redeem it.
1321  common_voice_sv-SE_18775054	I guess you know what I chose.	500	You are a probably fines.
383  common_voice_sv-SE_18736934	This is just swanky.	-	-
383  common_voice_sv-SE_18736934	This is just swanky.	250	What do you know that?
383  common_voice_sv-SE_18736934	This is just swanky.	50	I I an’the the the the the the the the the athe.
383  common_voice_sv-SE_18736934	This is just swanky.	1250	Is it okay to eat after you’ve nearly did?
383  common_voice_sv-SE_18736934	This is just swanky.	750	It is after all an important assign.
383  common_voice_sv-SE_18736934	This is just swanky.	1000	It is the car from the gas station.
383  common_voice_sv-SE_18736934	This is just swanky.	500	You are not a comission.
640  common_voice_sv-SE_18853598	Where are you?	-	-
640  common_voice_sv-SE_18853598	Where are you?	250	What do you have?
640  common_voice_sv-SE_18853598	Where are you?	50	I I anouthe t the the the.
640  common_voice_sv-SE_18853598	Where are you?	1250	Can you just that?
640  common_voice_sv-SE_18853598	Where are you?	750	It is not problem.
640  common_voice_sv-SE_18853598	Where are you?	1000	Think it through.
640  common_voice_sv-SE_18853598	Where are you?	500	What did you mean?
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	-	-
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	250	You don’t know that the will have to the the come.
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	50	The the the the the the the the the the the.
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	1250	Far too many men, climb over each other to save her.
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	750	The opposition can put pressure on the government.
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	1000	They don’t even show up at my events anymore.
1106  common_voice_sv-SE_18858831	She was bullied by two brats.	500	They don’t even have anything anymore.
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	-	-
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	250	What do you know that?
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	50	I I an’the the the the the t athe the the athe.
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	1250	Is the old not fly?
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	750	I should have understod that.
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	1000	I will see you there.
28  common_voice_sv-SE_20142218	You don’t have any girlfriends.	500	What are you doing here?
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	-	-
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	250	What do you know that?
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	50	I I an’the the the the the the athe the the.
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	1250	It could run a water pump.
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	750	It could run a water pump.
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	1000	Do you really want to know?
